Abashiri Station,網走駅（あばしり）
Miyada Station,宮田駅（みやだ）
Miyazu Station,宮津駅（みやづ）
Miyagahama Station,宮ヶ浜駅（みやがはま）
Miyagawa Station,宮川駅（みやがわ）
Miyagino-dori Station,宮城野通駅（みやぎのどおり）
Miyaginohara Station,宮城野原駅（みやぎのはら）
Miyaguchi Station,宮口駅（みやぐち）
Miyahara Station,宮原駅（みやはら）
Miyaji Station,宮地駅（みやじ）
Miyajidake Station,宮地岳駅（みやじだけ）
Miyajima Station,宮島駅（みやじま）
Miyajimaguchi Station,宮島口駅（みやじまぐち）
Miyake-Hachiman Station,三宅八幡駅（みやけはちまん）
Miyaki Station,宮木駅（みやき）
Miyako Station,宮古駅（みやこ）
Miyakoda Station,都田駅（みやこだ）
Miyakoizumi Station,美夜古泉駅（みやこいずみ）
Miyakojima Station,都島駅（みやこじま）
Miyakonojō Station,都城駅（みやこのじょう）
Miyakoshi Station,宮越駅（みやこし）
Miyama Station,美山駅（みやま）
Miyamachi Station,宮町駅（みやまち）
Miyamado Station,海山道駅（みやまど）
Miyamae Station,宮前駅（みやまえ）
Miyamaedaira Station,宮前平駅（みやまえだいら）
Miyamaki Station,三山木駅（みやまき）
Miyamori Station,宮守駅（みやもり）
Miyamoto Musashi Station,宮本武蔵駅（みやもとむさし）
Miyamura Station,宮村駅（みやむら）
Miyano Station,宮野駅（みやの）
Miyanohira Station,宮ノ平駅（みやのひら）
Miyanojin Station,宮の陣駅（みやのじん）
Miyanokoshi Station,宮ノ越駅（みやのこし）
Miyanomae Station,宮ノ前駅（みやのまえ）
Miyanosaka Station (Tokyo),宮の坂駅（みやのさか）
Miyanosaka Station (Osaka),宮之阪駅（みやのさか）
Miyanosawa Station,宮の沢駅（みやのさわ）
Miyanoshita Station,宮ノ下駅（みやのした）
Miyashita Station,宮下駅（みやした）
Miyatachō Station,宮田町駅（みやたちょう）
Miyauchi Station (Hiroshima),宮内駅 (広島県)（みやうち）
Miyauchi Station (Niigata),宮内駅 (新潟県)（みやうち）
Miyauchi Station (Yamagata),宮内駅 (山形県)（みやうち）
Miyauchikushido Station,宮内串戸駅（みやうちくしど）
Miyawaki Station,宮脇駅（みやわき）
Miyayama Station,宮山駅（みややま）
Miyazaki Station,宮崎駅（みやざき）
Miyazakidai Station,宮崎台駅（みやざきだい）
Miyazakijingū Station,宮崎神宮駅（みやざきじんぐう）
Miyazakikūkō Station,宮崎空港駅（みやざきくうこう）
Miyoshi Station (Kumamoto),御代志駅（みよし）
Miyoshi Station (Hiroshima),三次駅（みよし）
Miyoshichō Station,三好町駅（みよしちょう）
Miyoshigaoka Station,三好ヶ丘駅（みよしがおか）
Miyota Station,御代田駅（みよた）
Miyuki-bashi Station,御幸橋駅（みゆきばし）
Miyukitsuji Station,御幸辻駅（みゆきつじ）
Mizoguchi Station,溝口駅（みぞぐち）
Mizonokuchi Station,溝の口駅（みぞのくち）
Mizue Station,瑞江駅（みずえ）
Mizuhashi Station,水橋駅（みずはし）
Mizuho Station,瑞穂駅（みずほ）
Mizuhodai Station,みずほ台駅（みずほだい）
Mizuho-Kuyakusho Station,瑞穂区役所駅（みずほくやくしょ）
Mizuho-Undōjō-Higashi Station,瑞穂運動場東駅（みずほうんどうじょうひがし）
Mizuho-Undōjō-Nishi Station,瑞穂運動場西駅（みずほうんどうじょうにし）
Mizui Station,水居駅（みずい）
Mizuki Station,水城駅（みずき）
Mizuma Station,三潴駅（みずま）
Mizuma Kannon Station,水間観音駅（みずまかんのん）
Mizumaki Station,水巻駅（みずまき）
Mizunami Station,瑞浪駅（みずなみ）
Mizunarikawa Station,水成川駅（みずなりかわ）
Mizuno Station,水野駅（みずの）
Mizunuma Station,水沼駅（みずぬま）
Mizuochi Station,水落駅（みずおち）
Mizusawa Station,水沢駅（みずさわ）
Mizusawa-Esashi Station,水沢江刺駅（みずさわえさし）
Mizushima Station,水島駅（みずしま）
Mizushiri Station,水尻駅（みずしり）
Mizuta Station,水田駅（みずた）
Mobara Station,茂原駅（もばら）
Mochibaru Station,餅原駅（もちばる）
Mochida Station,持田駅（もちだ）
Mochigase Station,用瀬駅（もちがせ）
Mochimune Station,用宗駅（もちむね）
Mogami Station,最上駅（もがみ）
Mōgi Station,舞木駅（もうぎ）
Mogusaen Station,百草園駅（もぐさえん）
Moheji Station,茂辺地駅（もへじ）
Moichi Station,茂市駅（もいち）
Moji Station,門司駅（もじ）
Mojikō Station,門司港駅（もじこう）
Mokichi Kinenkan-mae Station,茂吉記念館前駅（もきちきねんかんまえ）
Mokoto Station,藻琴駅（もこと）
Momiyama Station,樅山駅（もみやま）
Momodani Station,桃谷駅（ももだに）
Momonokawa Station,桃川駅（もものかわ）
Momouchi Station,桃内駅（ももうち）
Momoura Station,桃浦駅（ももうら）
Momoyama Station,桃山駅（ももやま）
Momoyamadai Station,桃山台駅（ももやまだい）
Momoyama-Goryōmae Station,桃山御陵前駅（ももやまごりょうまえ）
Momoyama-Minamiguchi Station,桃山南口駅（ももやまみなみぐち）
Momozono Station,桃園駅（ももぞの）
Momponai Station,紋穂内駅（もんぽない）
Monden Station,門田駅（もんでん）
Mondoyakujin Station,門戸厄神駅（もんどやくじん）
Monoi Station,物井駅（ものい）
Monorail Hamamatsuchō Station,モノレール浜松町駅（ものれーるはままつちょう）
Monshizu Station,門静駅（もんしず）
Monzennakachō Station,門前仲町駅（もんぜんなかちょう）
Mooka Station,真岡駅（もおか）
Morera-Gifu Station,モレラ岐阜駅（もれらぎふ）
Mori Station (Hokkaidō),森駅 (北海道)（もり）
Mori Station (Osaka),森駅 (大阪府)（もり）
Moriguchi Station (Nagano),森口駅（もりぐち）
Moriguchi Station (Osaka),守口駅（もりぐち）
Moriguchishi Station,守口市駅（もりぐちし）
Morikami Station,森上駅（もりかみ）
Mori-Miyanohara Station,森宮野原駅（もりみやのはら）
Morimoto Station,森本駅（もりもと）
Morinjimae Station,茂林寺前駅（もりんじまえ）
Morinomiya Station,森ノ宮駅（もりのみや）
Morioka Station,盛岡駅（もりおか）
Morioka Kamotsu Terminal Station,盛岡貨物ターミナル駅（もりおかかもつたーみなる）
Morisekinoshita Station,杜せきのした駅（もりせきのした）
Morishita Station (Aichi),森下駅 (愛知県)（もりした）
Morishita Station (Fukuoka),森下駅 (福岡県)（もりした）
Morishita Station (Tokyo),森下駅 (東京都)（もりした）
Morishōji Station,森小路駅（もりしょうじ）
Morita Station,森田駅（もりた）
Moritake Station,森岳駅（もりたけ）
Moritsune Station,守恒駅（もりつね）
Moriya Station,守谷駅（もりや）
Moriyama Station (Aichi),守山駅 (愛知県)（もりやま）
Moriyama Station (Nagasaki),森山駅（もりやま）
Moriyama Station (Shiga),守山駅 (滋賀県)（もりやま）
Moriyama-Jieitaimae Station,守山自衛隊前駅（もりやまじえいたいまえ）
Moriyama-Shiminbyōin Station,守山市民病院駅（もりやましみんびょういん）
Moro Station,毛呂駅（もろ）
Moroyose Station,諸寄駅（もろよせ）
Moseushi Station,妹背牛駅（もせうし）
Moshiri Station,茂尻駅（もしり）
Motateyama Station,もたて山駅（もたてやま）
Motegi Station,茂木駅（もてぎ）
Moto-Chōshi Station,本銚子駅（もとちょうし）
Moto-Hasunuma Station,本蓮沼駅（もとはすぬま）
Moto-Hoshizaki Station,本星崎駅（もとほしざき）
Motojuku Station (Aichi),本宿駅 (愛知県)（もとじゅく）
Motojuku Station (Gunma),本宿駅 (群馬県)（もとじゅく）
Motokaji Station,元加治駅（もとかじ）
Moto-Kasadera Station,本笠寺駅（もとかさでら）
Motomachi Station (Hokkaido),元町駅 (北海道)（もとまち）
Motomachi Station (Hyogo),元町駅 (兵庫県)（もとまち）
Motomachi Chūkagai Station,元町・中華街駅（もとまち・ちゅうかがい）
Motomiya Station,本宮駅 (福島県)（もとみや）
Moto-Nakagoya Station,本中小屋駅（もとなかごや）
Motosanjōguchi Station,元山上口駅（もとさんじょうぐち）
Motosu Station,本巣駅（もとす）
Motosumiyoshi Station,元住吉駅（もとすみよし）
Mototanaka Station,元田中駅（もとたなか）
Mototate Station,本楯駅（もとたて）
Moto-Wanishi Station,本輪西駅（もとわにし）
Motoyama Station (Aichi),本山駅 (愛知県)（もとやま）
Motoyama Station (Chiba),元山駅 (千葉県)（もとやま）
"Motoyama Station (Takamatsu, Kagawa)",元山駅 (香川県)（もとやま）
"Motoyama Station (Mitoyo, Kagawa)",本山駅 (香川県)（もとやま）
Motoyama Station (Nagasaki),本山駅 (長崎県)（もとやま）
Motoyawata Station,本八幡駅（もとやわた）
Motoyoshi Station,本吉駅（もとよし）
Motozenkōji Station,元善光寺駅（もとぜんこうじ）
Mozu Station,百舌鳥駅（もず）
Mozuhachiman Station,百舌鳥八幡駅（もずはちまん）
Muda Station,六田駅（むだ）
Muden Station,務田駅（むでん）
Mugi Station,牟岐駅（むぎ）
Muikamachi Station,六日町駅（むいかまち）
Mukaibara Station,向井原駅（むかいばら）
Mukaichiba Station,向市場駅（むかいちば）
Mukaigawara Station,向河原駅（むかいがわら）
Mukaihama Station,向浜駅（むかいはま）
Mukaihara Station,向原駅 (広島県)（むかいはら）
Mukaijima Station,向島駅（むかいじま）
Mukainada Station,向洋駅（むかいなだ）
Mukainoharu Station,向之原駅（むかいのはる）
Mukai-Noshiro Station,向能代駅（むかいのしろ）
Mukaisenoue Station,向瀬上駅（むかいせのうえ）
Mukaiyama Station,向山駅（むかいやま）
Mukawa Station,鵡川駅（むかわ）
Muko Station,武庫駅（むこ）
Mukōgaoka Station,向ヶ丘駅（むこうがおか）
Mukōgaokayūen Station,向ヶ丘遊園駅（むこうがおかゆうえん）
Mukogawa Station,武庫川駅（むこがわ）
Mukogawadanchimae Station,武庫川団地前駅（むこがわだんちまえ）
Mukōhara Station,向原駅 (東京都)（むこうはら）
Mukōmachi Station,向日町駅（むこうまち）
Mukonosō Station,武庫之荘駅（むこのそう）
Mukuno Station,椋野駅（むくの）
Murai Station,村井駅（むらい）
Murakami Station (Chiba),村上駅 (千葉県)（むらかみ）
Murakami Station (Niigata),村上駅 (新潟県)（むらかみ）
Murano Station,村野駅（むらの）
Murasaki Station,紫駅（むらさき）
Murasakino Station,村崎野駅（むらさきの）
Murayama Station (Nagano),村山駅 (長野県)（むらやま）
Murayama Station (Yamagata),村山駅 (山形県)（むらやま）
Mure Station,牟礼駅（むれ）
Muro Station,室駅（むろ）
Murodō Station,室堂駅（むろどう）
Muromi Station,室見駅（むろみ）
Muroran Station,室蘭駅（むろらん）
Murōguchi-Ōno Station,室生口大野駅（むろうぐちおおの）
Musa Station (Hokkaido),武佐駅 (北海道)（むさ）
Musa Station (Shiga),武佐駅 (滋賀県)（むさ）
Musashi-Fujisawa Station,武蔵藤沢駅（むさしふじさわ）
Musashi-Hikida Station,武蔵引田駅（むさしひきだ）
Musashi-Itsukaichi Station,武蔵五日市駅（むさしいつかいち）
Musashi-Koganei Station,武蔵小金井駅（むさしこがねい）
Musashi-Kosugi Station,武蔵小杉駅（むさしこすぎ）
Musashi-Koyama Station,武蔵小山駅（むさしこやま）
Musashi-Masuko Station,武蔵増戸駅（むさしますこ）
Musashi-Mizonokuchi Station,武蔵溝ノ口駅（むさしみぞのくち）
Musashi-Nakahara Station,武蔵中原駅（むさしなかはら）
Musashi-Nitta Station,武蔵新田駅（むさしにった）
Musashinodai Station,武蔵野台駅（むさしのだい）
Musashi-Ranzan Station,武蔵嵐山駅（むさしらんざん）
Musashi-Sakai Station,武蔵境駅（むさしさかい）
Musashi-Seki Station,武蔵関駅（むさしせき）
Musashi-Shinjō Station,武蔵新城駅（むさししんじょう）
Musashi-Shiraishi Station,武蔵白石駅（むさししらいし）
Musashi-Sunagawa Station,武蔵砂川駅（むさしすながわ）
Musashi-Takahagi Station,武蔵高萩駅（むさしたかはぎ）
Musashi-Urawa Station,武蔵浦和駅（むさしうらわ）
Musashi-Yamato Station,武蔵大和駅（むさしやまと）
Musashi-Yokote Station,武蔵横手駅（むさしよこて）
Musashizuka Station,武蔵塚駅（むさしづか）
Mushigawa-Ōsugi Station,虫川大杉駅（むしがわおおすぎ）
Musota Station,六十谷駅（むそた）
Mutsuai-Nichidaimae Station,六会日大前駅（むつあいにちだいまえ）
Mutsu-Akaishi Station,陸奥赤石駅（むつあかいし）
Mutsu-Ichikawa Station,陸奥市川駅（むついちかわ）
Mutsu-Iwasaki Station,陸奥岩崎駅（むついわさき）
Mutsumi Station,六実駅（むつみ）
Mutsu-Minato Station,陸奥湊駅（むつみなと）
Mutsu-Morita Station,陸奥森田駅（むつもりた）
Mutsuna Station,六名駅（むつな）
Mutsu-Sawabe Station,陸奥沢辺駅（むつさわべ）
Mutsu-Shirahama Station,陸奥白浜駅（むつしらはま）
Mutsu-Tsuruda Station,陸奥鶴田駅（むつつるだ）
Mutsuura Station,六浦駅（むつうら）
Mutsu-Yanagita Station,陸奥柳田駅（むつやなぎた）
Mutsu-Yokohama Station,陸奥横浜駅（むつよこはま）
Muya Station,撫養駅（むや）
Myōdani Station,名谷駅（みょうだに）
Myōden Station,妙典駅（みょうでん）
Myōgadani Station,茗荷谷駅（みょうがだに）
Myōhōji Station (Hyogo),妙法寺駅 (兵庫県)（みょうほうじ）
Myōhōji Station (Niigata),妙法寺駅 (新潟県)（みょうほうじ）
Myōji Station,妙寺駅（みょうじ）
